nome,UF,partido,votos,total_despesa,quantidade_doadores,quantidade_despesas,recursos_de_pessoas_juridicas,recursos_de_partidos,recursos_de_pessoas_físicas,recursos_proprios,idade,sexo,grau,prop_doacoes_pj,prop_doacoes_pf,prop_doacoes_partido,prop_recursos_proprios,total_votos_uf,votos_prop
JULIANA DE PAULA LOURO STORTI,SP,PTB,4694,60367.61,5,89,0,25e3,33587.61,0,37,FEMININO,SUPERIOR COMPLETO,0,0.5563846241386731,0.4141293650684531,0,31998432,1.4669468803971394e-4
MÚCIO ROSSINI MACEDO,ES,PRP,15505,81128.62,17,81,32600,0,27430,21100,48,MASCULINO,ENSINO MÉDIO COMPLETO,0.401831067753895,0.33810509780642145,0,0.26008084446647806,2653536,0.005843146654124911
IVANILDO GOMES NOGUEIRA,SP,PRB,4672,32014.98,13,56,1650,0,14402,0,54,MASCULINO,ENSINO MÉDIO COMPLETO,0.05153837359885904,0.4498519130731926,0,0,31998432,1.4600715435056317e-4
PAULO ADALBERTO ALVES FERREIRA,RS,PT,43787,1325503.04,13,245,95370,456e3,37800,5e3,55,MASCULINO,SUPERIOR COMPLETO,0.07195004245331643,0.028517475146643195,0.34402033510236235,0.0037721527971750256,8392033,0.0052176868227281755
VIVIAN ALBUQUERQUE SÁ,SP,SD,191,43573.7,1,42,0,43573.7,0,0,38,FEMININO,ENSINO MÉDIO COMPLETO,0,0,1,0,31998432,5.969042483081671e-6
RAFAEL FELIPE DEMARCHI,SP,PSD,31583,1016207.62,32,740,957838.89,0,28500,3e4,33,MASCULINO,SUPERIOR COMPLETO,0.9425622000354613,0.02804545000361245,0,0.029521526319592054,31998432,9.87017113838578e-4
SYLVIO RODRIGUES JUNIOR,SP,PMN,503,10247.03,3,17,0,9997.03,0,250,45,MASCULINO,ENSINO MÉDIO COMPLETO,0,0,0.9756026868273051,0.024397313172694914,31998432,1.571952025649257e-5
ALOISIO SANTOS NEIVA,MG,PSB,3679,17040,3,35,0,6e3,500,10540,55,MASCULINO,SUPERIOR COMPLETO,0,0.029342723004694836,0.352112676056338,0.6185446009389671,15248681,2.4126676923728681e-4
MARCOS MOURA FRANCO,MG,PTC,353,5500.95,5,7,0,0,980,0,39,MASCULINO,ENSINO MÉDIO COMPLETO,0,0.178151046637399,0,0,15248681,2.314954322934554e-5
SALMO CESAR DA SILVA,MT,PROS,4201,76614,7,322,0,0,69864,6750,39,MASCULINO,SUPERIOR COMPLETO,0,0.911895998120448,0,0.08810400187955204,2189703,0.0019185250237132615
CARLOS OTAVIO SCHNEIDER,RS,PEN,1045,10090,5,19,1920,0,6040,2130,60,MASCULINO,SUPERIOR COMPLETO,0.19028741328047571,0.5986124876114965,0,0.21110009910802774,8392033,1.2452286591342051e-4
MARIA ALICE PELIÇARIO,SP,PV,1307,25264,5,10,0,0,3207,21150,51,FEMININO,SUPERIOR COMPLETO,0,0.12693951868271058,0,0.8371595946801773,31998432,4.0845751441820646e-5
MARCIA MARINHO DA SILVA,SP,PT,997,57767.6,2,40,0,0,0,0,31,FEMININO,SUPERIOR COMPLETO,0,0,0,0,31998432,3.115777673105982e-5
AMARO LUIZ ALVES DA SILVA,RJ,PSB,6917,49131.01,26,61,0,0,42200,7e3,53,MASCULINO,ENSINO MÉDIO COMPLETO,0,0.8589279967987631,0,0.14247620799979482,12141145,5.697156240206339e-4
ELISANGELA APARECIDA BORGES MIGUEL,SP,PRP,2416,5420,6,7,0,0,5420,0,37,FEMININO,ENSINO FUNDAMENTAL COMPLETO,0,1,0,0,31998432,7.550369968128439e-5
ELIANE DE FATIMA SOUZA,MG,PT do B,541,9878,1,12,0,0,0,0,53,FEMININO,ENSINO MÉDIO COMPLETO,0,0,0,0,15248681,3.5478478433642884e-5
MARCOS ROBERTO PIMENTA,SP,PHS,1085,9849.94,2,58,0,0,5e3,4850,43,MASCULINO,SUPERIOR COMPLETO,0,0.5076173052830778,0,0.49238878612458553,31998432,3.390791148766289e-5
ALEXANDRE SIMÕES DE SOUZA,AM,PSOL,1448,8077.81,7,29,0,0,1851,1115,40,MASCULINO,ENSINO MÉDIO COMPLETO,0,0.2291462661290622,0,0.13803246176872197,2226891,6.502338911064798e-4
